-0.104222596	-0.0033854318	-0.039431512	-0.061788797	0.14483292	0.12266563	-0.05966244	-0.06765122	-0.03935106	-0.051700752	-0.1661209	-0.014846517	-0.0071207564	0.1031507	0.023056136	0.088840365
-0.083787374	-0.08436113	0.033749096	0.040745728	0.122429006	0.17229193	-0.15740587	-0.022865957	0.017857604	-0.046504013	-0.1357843	-0.13796371	0.020836154	0.11567668	0.02374007	0.020934567
0.14036357	-0.14899395	0.12716709	0.11232063	-0.053619906	0.20412117	-0.1979258	0.10834871	0.17385006	0.0658322	0.07270378	-0.16375504	0.14893591	-0.08993453	0.1769501	-0.11271686
-0.031090837	-0.031565376	0.019653473	0.041764874	0.12683134	0.16786116	-0.11552235	0.03183305	0.012718534	-0.07232674	-0.13659388	-0.089840956	0.065861225	0.040446546	0.060975477	0.059226565
0.0072117676	-0.13346145	0.109527946	0.012516737	0.066643074	0.18967266	-0.10465811	0.06491296	0.036134496	0.042795576	-0.11005867	-0.09720378	0.061115224	0.08488192	0.06255131	-0.0064646034
-0.069747075	0.0067403526	0.009419389	-0.029914381	0.17221402	0.07468411	-0.09509063	-0.039142873	0.0040039867	-0.12252121	-0.117203705	-0.039945386	-0.052663144	0.15862928	-0.031095576	0.109486654
0.007653754	-0.079166785	0.09269223	0.034346204	0.04438434	0.16623071	-0.20509376	0.049004134	0.08156662	0.010450645	-0.033575993	-0.1726129	0.13711557	0.036703195	0.09298835	-0.0227365
0.048954774	-0.11287575	0.12074942	0.03974241	-0.01001906	0.17747375	-0.14660656	0.01887102	-0.008698854	0.024937468	-0.016502729	-0.15909182	0.04507169	0.03971991	0.075364225	-0.064143494
0.1010965	-0.1468449	0.16513136	0.173604	-0.037665814	0.19613948	-0.18800226	0.14255528	0.16796586	0.035594348	0.016494315	-0.2116112	0.1501393	-0.10104275	0.15705402	-0.10032713
0.03203436	-0.09141267	0.11263044	0.0014599053	0.06823526	0.14816675	-0.12047995	0.04343613	0.1645187	-0.0446076	-0.0021694866	-0.13346486	0.07884132	0.019762993	0.124103114	0.01018005
-0.106241256	0.0899915	-0.066928975	-0.070124574	0.22818066	0.04600941	-0.06427339	-0.10518536	-0.04207266	-0.13294189	-0.13409795	0.040942736	-0.05892074	0.18130162	-0.0647257	0.18377028
-0.05894262	0.0010529032	0.020507332	-0.016985582	0.04680633	0.1043405	-0.08030933	-0.053046923	0.08845849	-0.0075631915	-0.06027389	-0.06911304	-0.01846114	0.08839787	0.024092533	0.022833895
-0.12531863	0.023948338	-0.04344278	-0.11176443	0.16750331	0.036277935	-0.015978001	-0.14178367	-0.036876906	-0.16229162	-0.16609699	0.0053913025	-0.10494534	0.13141353	-0.036773544	0.15878086
0.026220337	-0.13050483	0.13913365	0.054604482	0.019559024	0.18664274	-0.14649853	0.027918387	0.023562584	0.026542345	0.0149914585	-0.14428419	0.10719656	-0.027240736	0.07492932	-0.07308884
-0.059969164	0.0021112743	-0.019920489	-0.06927847	0.110415205	0.099050015	-0.09824353	-0.042286262	-0.055494774	-0.04634409	-0.116542816	-0.08098174	-0.05468271	0.08775018	0.03949118	0.054482013
-0.047349177	-0.083816424	0.04172703	0.04265858	0.06784085	0.13783054	-0.11509178	0.04750074	0.003782954	-0.04384831	-0.06482981	-0.11635802	0.0014877354	0.0383821	0.030720644	0.030754797
-0.03998876	0.07684325	-0.07055449	-0.049774107	0.08107997	0.026311519	-0.045997888	-0.12235347	-0.00557833	-0.11730561	-0.07203174	0.05476103	-0.06993167	0.10379432	-0.035225395	0.06756408
-0.1149822	-0.0068714577	-0.046897516	-0.048625495	0.084006086	0.10533551	-0.07025001	-0.051321283	-0.02192279	-0.11039063	-0.078190364	-0.042073857	-0.026073107	0.088579476	-0.00869016	0.10062643
0.021943219	-0.077114455	0.059118856	0.02488742	0.021578882	0.11263172	-0.12397517	-0.039757088	-0.016498335	-0.021638548	-0.08595269	-0.07282088	0.029603042	0.013194567	0.077694364	0.009852737
-0.055403106	-0.024163028	0.000116768075	0.004447097	0.11819494	0.14646487	-0.117473595	0.018739857	0.00462786	-0.036111217	-0.11206107	-0.057145815	0.0064952136	0.10040264	0.01262989	0.014723778
-0.16837229	0.107371815	-0.14721267	-0.12379798	0.18409203	-0.034875117	0.041511938	-0.11391166	-0.1146406	-0.16527382	-0.13258283	0.10406656	-0.1446986	0.1008915	-0.12720911	0.13499893
0.2218442	-0.20359753	0.1839059	0.1983571	-0.1949057	0.24262361	-0.3051268	0.24820004	0.28774685	0.17013076	0.20387417	-0.27221358	0.19142488	-0.21251565	0.29891297	-0.22356354
-0.05407756	0.015560062	0.00011414042	0.018852772	0.12704141	0.111785665	-0.04620604	-0.061739173	0.04125793	-0.09353076	-0.12643892	-0.068143666	0.016710056	0.112767704	0.062030736	0.09229366
0.015200763	-0.11511081	0.050578695	0.050288342	-0.07276802	0.18394929	-0.15742071	0.059309043	0.07604199	0.04143075	0.08175701	-0.118713796	0.09671155	-0.05680465	0.08498522	-0.10516807
-0.11720647	0.03715668	-0.08976687	-0.14603582	0.17787224	-0.0028773386	-0.04723938	-0.08179954	-0.03717067	-0.16330132	-0.0950941	0.10092672	-0.09814667	0.15199898	-0.040997356	0.16196336
-0.12793833	0.14382435	-0.12083424	-0.18657121	0.15000604	-0.11965869	0.078582086	-0.124103	-0.12385319	-0.15041736	-0.19729745	0.13349126	-0.13015418	0.18149318	-0.14081024	0.13040636
0.06822334	-0.11322693	0.10021439	0.04643837	-0.032105006	0.12029582	-0.09048949	0.033571895	0.010841102	0.05771515	-0.029004121	-0.06892673	0.1312178	-0.06757691	0.10006981	-0.045665424
0.010016717	-0.106165975	0.01820124	-0.0011252417	0.069380134	0.16338943	-0.1853098	0.0065722293	0.004869041	-0.051478934	-0.01905367	-0.07081729	0.020047896	0.038066104	0.050312456	0.024479711
0.11495732	-0.13031358	0.1289275	0.08538824	-0.07391924	0.2256414	-0.24235359	0.07304232	0.13629553	0.08095958	0.03400767	-0.18700738	0.17773017	-0.020386321	0.16834618	-0.11527994
-0.14701258	0.051516313	-0.03460846	-0.068331905	0.10499914	0.03981796	0.0076381923	-0.11811219	-0.01801575	-0.14447434	-0.16439185	0.030810839	-0.05670367	0.16804975	-0.07119506	0.13709861
